product_id,name,category,descripcion,palabras_clave,index
1063,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1064,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1065,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1066,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1067,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1068,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
1069,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1070,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1071,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1072,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1073,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1074,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1075,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1076,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1077,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1078,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1079,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1080,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1081,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1082,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1083,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1084,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1085,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1086,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1087,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1088,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1089,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1090,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1091,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1092,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1093,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1094,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1095,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1096,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1097,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1098,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1099,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1100,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1101,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1102,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1103,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1104,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1105,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1106,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1107,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1108,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1109,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1110,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1111,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1112,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1113,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1114,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1115,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1116,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1117,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1118,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1119,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1120,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1121,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1122,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1123,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1124,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1125,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1126,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1127,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1128,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1129,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1130,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1131,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
1132,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1133,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1134,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1135,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1136,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1137,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1138,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1139,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1140,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1141,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1142,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1143,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1144,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1145,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1146,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1147,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1148,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1149,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1150,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1151,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1152,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1153,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1154,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1155,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1156,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1157,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1158,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1159,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1160,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1161,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1162,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1163,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1164,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1165,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1166,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1167,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1168,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1169,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1170,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1171,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1172,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1173,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1174,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1175,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1176,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1177,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1178,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1179,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1180,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1181,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1182,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1183,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1184,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1185,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1186,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1187,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1188,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1189,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1190,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1191,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1192,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1193,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1194,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1195,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1196,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1197,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1198,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1199,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1200,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1201,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1202,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1203,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1204,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1205,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
1206,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1207,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1208,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1209,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1210,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1211,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1212,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1213,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1214,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1215,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1216,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1217,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1218,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1219,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1220,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1221,Accesorios para Entrenamiento,Deportes,"Cintas, mancuernas y más para potenciar tu entrenamiento en casa o el gimnasio.","Deporte, Fitness, Rendimiento",1
1222,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1223,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1224,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1225,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
1226,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1227,Clases de Yoga Online,Salud,Sesiones guiadas de yoga para mejorar la flexibilidad y reducir el estrés.,"Bienestar, Ejercicio, Salud",2
1228,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1229,Vitaminas y Suplementos,Nutrición,Complementa tu dieta con vitaminas esenciales para un estilo de vida saludable.,"Alimentación, Dieta, Suplementos",15
1230,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1231,Ropa Deportiva,Deportes,Prendas cómodas y de alta calidad para mejorar tu rendimiento deportivo.,"Deporte, Fitness, Rendimiento",11
1232,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1233,Sesión de Terapia Online,Bienestar Mental,Consulta con expertos en bienestar mental desde la comodidad de tu hogar.,"Mindfulness, Relajación, Terapia",13
1234,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1235,Curso de Meditación,Bienestar Mental,Aprende técnicas de mindfulness y relajación para reducir la ansiedad.,"Mindfulness, Relajación, Terapia",3
1236,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1237,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1238,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1239,Juguetes para Mascotas,Mascotas,Diversión asegurada para tu mascota con juguetes interactivos y seguros.,"Cuidado, Juguetes, Mascotas",7
1240,Curso de Mindfulness,Bienestar Mental,Desarrolla hábitos de atención plena para mejorar tu bienestar mental.,"Mindfulness, Relajación, Terapia",4
1241,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1242,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1243,Rutina de Ejercicios Personalizada,Deportes,Planes de ejercicios adaptados a tus objetivos de salud y condición física.,"Deporte, Fitness, Rendimiento",12
1244,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1245,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1246,Entrenador Personal Virtual,Bienestar Mental,Accede a planes de entrenamiento personalizados con asesoría profesional.,"Mindfulness, Relajación, Terapia",5
1247,Entrenamiento en Casa,Deportes,Rutinas de ejercicios para mantenerte en forma sin necesidad de equipo especial.,"Deporte, Fitness, Rendimiento",6
1248,Monitor de Ritmo Cardíaco,Salud,Dispositivo preciso para medir tu frecuencia cardíaca en tiempo real.,"Bienestar, Ejercicio, Salud",8
1249,Plan de Alimentación Saludable,Nutrición,Menús equilibrados diseñados por nutricionistas para mejorar tu salud.,"Alimentación, Dieta, Suplementos",9
1250,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
1251,Reloj Inteligente para Fitness,Deportes,"Monitoriza tu ritmo cardíaco, pasos y calorías quemadas con este smartwatch.","Deporte, Fitness, Rendimiento",10
1252,Spa y Masajes,Salud,Tratamientos relajantes para reducir el estrés y mejorar la circulación.,"Bienestar, Ejercicio, Salud",14
